name;level;type;ritual;casting_time;casting_time_comment;range;components;components_comment;duration;duration_comment;discription
GlobeofInvulnerability;6;abjuration;-;1 action;-;self;V,S,M;a glass or crystal bea d thatshatters wh en the spell ends;1 minutes;-;An im m obile, faintly sh im m erin g ba rrier sprin gs intoAn im m obile, faintly sh im m erin g ba rrier sprin gs intoexisten ce in a 10-foot radius arou nd you and rem ain s forthe duration.An y spell of 5th level or lower ca st from ou tside theba rrier cant affect crea tu res or objects with in it, evenif the spell is cast u sin g a h igh er level spell slot. Su ch aspell can target crea tu res and objects within the barrier,but the spell has n o effect on them . Sim ilarly, the areawith in the barrier is exclu ded from the areas affectedby su ch spells.A t H igher L evels. W h en you cast this spell u sin g aspell slot of 7th level or higher, the barrier block s spellsof on e level h igh er for each slot level above 6th.
Haste;3;transmutation;-;1 action;-;30 feet;V,S,M;a shaving of licor ice root;1 minutes;-;C h oose a willin g crea tu re that you ca n see within range.C h oose a willin g crea tu re that you ca n see within range.Until the spell ends, the targets speed is dou bled, itgains a +2 bon u s to AC, it h as advantage on Dexteritysaving th rows, and it gain s an additional action on eachof its turns. That action can be u sed on ly to take theAttack (on e wea pon attack only), Dash, Disen gage, Hide,or U se an Object action.W h en the spell ends, the target ca n t m ove or takeaction s until after its next turn, as a wave of lethargysw eeps over it.
ViciousMockery;0;Enchantment;-;1 action;-;60 feet;V;-;instant;-;You unleash a string of insults la ced with subtleYou unleash a string of insults la ced with subtleen ch an tm ents at a crea tu re you ca n see within range. Ifthe target ca n h ear you (though it n eed not understandyou), it m ust su cceed on a W isdom saving th row or take1d4 psych ic da m age and have disadvantage on the nextattack roll it m a kes before the end of its next turn.Th is spells da m age in crea ses by 1d4 wh en you reach5th level (2d4), 11th level (3d4), and 17th level (4d4).
Dream;5;illusion;-;1 minute;-;special;V,S,M;a handful of sand, a dab of ink,and a writin g quill plucked from a sleepin g bird;8 hours;-;Th is spell sh apes a crea tu res dream s. Ch oose aTh is spell sh apes a crea tu res dream s. Ch oose acrea tu re kn own to you as the target of this spell. Th etarget m ust be on the sa m e plane of existen ce as you.Creatures that don t sleep, su ch as elves, ca n t becon tacted by th is spell. You, or a willin g creatu re youtouch, enters a tran ce state, acting as a m essen ger.W h ile in the tran ce, the m essen ger is aware of his orher su rrou n din gs, but ca n t take action s or m ove.If the target is asleep, the m essen ger appears in thetargets drea m s and ca n con verse with the target aslon g as it rem ain s asleep, th rough the duration of thespell. Th e m essen ger can also sh ape the environm entof the dream , crea tin g la n dsca pes, objects, and oth erim ages. Th e m essen ger can em erge from the tran ce atany tim e, en din g the effect of the spell early. Th e targetreca lls the dream perfectly u pon wakin g. If the target isawake wh en you cast the spell, the m essen ger k n ows it,and ca n either end the tran ce (and the spell) or wait forthe target to fall asleep, at wh ich poin t the m essen gera ppears in the targets dream s.You ca n m ake the m essen ger appear m on strou sand terrifying to the target. If you do, the m essen gerca n deliver a m essa ge of n o m ore than ten w ords andthen the target m ust m ake a W isdom saving throw. Ona failed save, ech oes of the phantasm al m on strosityspawn a nigh tm are that lasts the duration of the targetssleep and prevents the target from gain in g any benefitfrom that rest. In addition, wh en the target wa k es up, ittakes 3d6 psych ic dam age.If you have a body part, lock of hair, clipping from anail, or sim ilar portion of the targets body, the targetm a kes its saving th row with disadvantage.
FingerofDeath;7;necromancy;-;1 action;-;60 feet;V,S;-;instant;-;You sen d negative en ergy cou r sin g th rough a creatureYou sen d negative en ergy cou r sin g th rough a creaturethat you can see with in range, cau sin g it sea rin g pain.Th e target m ust m ake a Constitution saving throw. Ittakes 7d8 + 30 n ecrotic da m age on a failed save, or h alfas m u ch da m age on a su ccessfu l one.A h u m an oid killed by this spell rises at the start ofyou r next turn as a zom bie that is perm anen tly u nderyou r com m a n d, followin g you r verbal orders to the bestof its ability.
HuntersMark;1;divination;-;1 bonus action;-;90 feet;V;-;1 hour;-;You ch oose a creatu re you can see within ran ge andYou ch oose a creatu re you can see within ran ge andm ystically m ark it as you r quarry. Until the spell ends,you deal an extra 1d6 da m age to the target wh en everyou hit it with a w ea pon attack, and you have advantageon any W isdom (P erception ) or W isdom (Survival)ch eck you m a ke to find it. If the target drops to 0 hitpoin ts before this spell ends, you ca n u se a bon u s actionon a su bsequ en t turn of you rs to m ark a n ew creature.At Higher Levels. W h en you cast th is spell u singa spell slot of 3rd or 4th level, you ca n m aintain yourcon cen tra tion on the spell for up to 8 h ours. W h en youu se a spell slot of 5th level or higher, you can m aintainyou r con cen tra tion on the spell for up to 24 hours.
TeleportationCircle;5;conjuration;-;1 minute;-;10 feet;V,M;rare ch a lks and inks in fu sed withpreciou s gem s with 50 gp, wh ich the spell con su m es;1 round;-;As you cast the spell, you draw a 10-foot-diam eterAs you cast the spell, you draw a 10-foot-diam etercircle on the grou n d in scribed with sigils that linkyou r loca tion to a perm anen t teleportation circle ofyou r ch oice w h ose sigil sequ en ce you k n ow and that ison the sa m e plane of existen ce as you. A sh im m erin gporta l open s within the circle you drew and rem ainsopen until the end of you r next turn. Any creatu re thatenters the porta l instantly appears within 5 feet of thedestination circle or in the n earest u n occu pied spa ce ifthat spa ce is occu pied.Many m a jor tem ples, guilds, and oth er im portantpla ces have perm anen t teleportation circles in scribedsom ewh ere within their con fin es. E a ch su ch circlein clu des a unique sigil sequ en cea string of m a gica lru n es a rran ged in a particu lar pattern. W h en you firstgain the ability to cast this spell, you learn the sigilsequ en ces for two destin ations on the Material Plane,determ in ed by the DM. You ca n learn additional sigilsequ en ces du ring your adventures. You can com m ita n ew sigil sequ en ce to m em ory after studying itfor 1 minute.You ca n create a perm an en t teleportation circle bycastin g this spell in the sa m e loca tion every day for on eyear. You n eed not u se the circle to teleport wh en youcast the spell in this way.
ArmorofAgathys;1;abjuration;-;1 action;-;self;V,S,M;a cu p of water;1 hour;-;A protective m a gica l for ce su rrou n ds you, m a n ifestin gA protective m a gica l for ce su rrou n ds you, m a n ifestin gas a spectra l frost that covers you an d you r gear.You gain 5 tem pora ry hit poin ts for the duration. If acrea tu re hits you with a m elee attack wh ile you haveth ese hit points, the crea tu re takes 5 cold dam age.A t H igher L evels. W h en you cast this spell u sin g aspell slot of 2n d level or higher, both the tem pora ry hitpoin ts and the cold da m age in crea se by 5 for ea ch slotlevel above 1st.
Sequester;7;transmutation;-;1 action;-;touch;V,S,M;a powder com p osed of diam on d,em erald, ruby, and sapph ire dust worth at least 5,000gp, wh ich the spell con su m es;Until dispelled or triggered;-;By m ea n s of this spell, a willin g creatu re or an objectBy m ea n s of this spell, a willin g creatu re or an objectca n be h idden away, sa fe from detection for theduration. Wh en you cast the spell and tou ch the target,it becom es invisible and ca n t be targeted by divinationspells or perceived th rou gh scryin g sen sor s crea ted bydivination spells.If the target is a creatu re, it falls into a state ofsu spen ded anim ation. Tim e cea ses to flow for it, and itd oesn t grow older.You ca n set a con dition for the spell to en d early.Th e con dition ca n be anything you ch oose, but itm ust occu r or be visible within 1 m ile of the target.E xam ples in clude “after 1,000 yea r s” or “wh en thetarrasque awaken s.” Th is spell also en ds if the targetta kes any dam age.
WrathfulSmite;1;evocation;-;1 bonus action;-;self;V;-;1 minutes;-;Th e next tim e you hit with a m elee w ea pon attackTh e next tim e you hit with a m elee w ea pon attackdu ring this spells duration, you r attack deals an extra1d6 psych ic dam age. Additionally, if the target is acreatu re, it m ust m ake a W isdom saving th row or befrigh ten ed of you until the spell ends. As an action, thecreatu re ca n m ake a W isdom ch eck against you r spellsave DC to steel its resolve and en d this spell.
TrueStrike;0;Divination;-;1 action;-;30 feet;S;-;1 round;-;You extend you r hand and point a finger at a target inYou extend you r hand and point a finger at a target inrange. Your m a gic grants you a brief insight into thetargets defen ses. On you r next turn, you gain advantageon you r first attack roll against the target, provided thatthis spell h asn t ended.
DissonantWhispers;1;enchantment;-;1 action;-;60 feet;V;-;instant;-;You wh isper a discorda n t m elody that on ly on e creatureYou wh isper a discorda n t m elody that on ly on e creatureof you r ch oice within ran ge can hear, wra ckin g it withterrible pain. Th e target m ust m a ke a W isdom savingthrow. On a failed save, it takes 3d6 psych ic da m age andm ust im m ediately u se its reaction , if available, to m oveas far as its sp eed allows away from you. Th e crea tu redoesn t m ove into obviou sly da n gerou s ground, suchas a fire or a pit. On a su ccessfu l save, the target takesh alf as m u ch da m age and d oesn t have to m ove away. Adea fen ed creatu re autom atically su cceeds on the save.A t H igher L evels. Wh en you cast this spell u sin g aspell slot of 2nd level or higher, the da m age in crea ses by1d6 for ea ch slot level above 1st.
ArcaneGate;6;conjuration;-;1 action;-;500 feet;V,S;-;concentration;['Duration: Con centration ', ' up to 10 m inutes'];You crea te linked teleportation porta ls that rem ain openYou crea te linked teleportation porta ls that rem ain openfor the duration. C h oose two poin ts on the grou n d thatyou ca n see, on e poin t within 10 feet of you and on epoint within 500 feet of you. A circu la r portal, 10 feetin diam eter, open s over each point. If the porta l wou ldopen in the spa ce occu pied by a creatu re, the spell fails,and the castin g is lost.Th e porta ls are two-dim ension al glowing ringsfilled with mist, hovering inches from the grou n d andperpen dicu la r to it at the poin ts you ch oose. A ring isvisible on ly from on e side (your ch oice), wh ich is the sidethat fu n ction s as a portal.An y crea tu re or object entering the portal exits fromthe oth er porta l as if the two were adjacent to eachother pa ssin g th rou gh a porta l from the n on porta l sideh as n o effect. Th e m ist that fills ea ch porta l is opaqu eand block s vision th rough it. On you r turn, you canrotate the rin gs as a bon u s action so that the active sidefa ces in a different direction .
DominatePerson;5;enchantment;-;1 action;-;60 feet;V,S;-;1 minutes;-;You attempt to begu ile a h u m an oid that you ca n seeYou attempt to begu ile a h u m an oid that you ca n seewithin range. It m ust su cceed on a W isdom savingth row or be ch a rm ed by you for the duration. If you orcrea tu res that are friendly to you are fighting it, it hasadvantage on the saving throw.W h ile the target is charm ed, you have a telepathic linkwith it as lon g as the two of you are on the sa m e planeof existen ce. You ca n u se this telepathic link to issu ecom m a n ds to the creatu re w h ile you are con sciou s (noaction required), wh ich it does its best to obey. You canspecify a sim ple and general cou r se of action, su ch as“Attack that creatu re,” “Ru n over th ere,” or “Fetch thatobject.” If the creatu re com pletes the order and d oesn tr eceive further direction from you, it defen ds andpr eserves itself to the best of its ability.You ca n u se you r action to take total and precisecon trol of the target. Until the en d of you r n ext turn, thecreatu re takes only the action s you ch oose, and d oesn tdo anything that you don t allow it to do. Du rin g thistim e you can a lso ca u se the creatu re to u se a reaction,but this requ ires you to u se you r own reaction as well.E ach tim e the target takes dam age, it m a kes a n ewW isdom saving th row against the spell. If the savingth row su cceeds, the spell ends.A t H igher L evels. W h en you cast this spell usinga 6th level spell slot, the duration is concentration ,up to 10 m inutes. W h en you u se a 7th level spell slot,the duration is concentration , up to 1 hour. W h en youu se a spell slot of 8th level or higher, the duration iscon cen tra tion , up to 8 h ours.
Eyebite;6;necromancy;-;1 action;-;self;V,S;-;1 minutes;-;For the spells duration, you r eyes becom e an in ky voidFor the spells duration, you r eyes becom e an in ky voidim bu ed with dread power. One creatu re of your ch oicewithin 60 feet of you that you ca n see m ust su cceedon a W isdom saving th row or be affected by on e of thefollowin g effects of you r ch oice for the duration. Oneach of you r turns until the spell ends, you ca n u seyou r action to target an oth er crea tu re but ca n t targeta crea tu re again if it h as su cceeded on a saving th rowagainst this castin g of  eyebite.A sleep. Th e target falls u n con sciou s. It w a k es up if ittakes any da m age or if an oth er crea tu re u ses its actionto sh ake the sleeper awake.Panicked. Th e target is frightened of you. On eachof its turns, the frigh ten ed creatu re m ust take theDash action and m ove away from you by the sa fest andsh ortest available route, u n less there is n owh ere tom ove. If the target m oves to a pla ce at least 60 feet awayfrom you wh ere it ca n n o lon ger see you, this effect ends.S ickened. Th e target has disadvantage on attack rollsand ability ch ecks. At the en d of ea ch of its turns, it canm ake an oth er W isdom saving throw. If it su cceeds,the effect ends.
GuardianofFaith;4;conjuration;-;1 action;-;30 feet;V;-;8 hours;-;A Large spectra l guardian appears and h overs for theA Large spectra l guardian appears and h overs for theduration in an u n occu pied spa ce of your ch oice that youcan see within range. Th e guardian occu pies that spa ceand is indistinct except for a glea m in g sword and shieldem bla zon ed with the sym bol of you r deity.An y crea tu re h ostile to you that m oves to a spa cewithin 10 feet of the guardian for the first tim e on aturn m ust su cceed on a Dexterity saving throw. Th ecreatu re takes 20 radiant da m age on a failed save, orh alf as m u ch da m age on a su ccessfu l one. Th e guardianvan ish es wh en it h as dealt a total of 60 dam age.
TreeStride;5;conjuration;-;1 action;-;self;V,S;-;1 minutes;-;You gain the ability to enter a tree and m ove from insideYou gain the ability to enter a tree and m ove from insideit to in side an oth er tree of the sa m e kind within 500feet. Both trees m ust be living and at least the sa m e sizeas you. You m ust u se 5 feet of m ovem en t to enter a tree.You instantly k n ow the location of all oth er trees of thesa m e kind within 500 feet and, as part of the m ove u sedto enter the tree, ca n either pa ss into on e of th ose treesor step out of the tree you re in. You appear in a spot ofyou r ch oice within 5 feet of the destination tree, u singanother 5 feet of m ovem en t. If you have n o m ovem en tleft, you appear within 5 feet of the tree you entered.You ca n u se this tran sportation ability on ce per roundfor the duration. You m ust end ea ch turn ou tside a tree.
BlindingSmite;3;evocation;-;1 bonus action;-;self;V;-;1 minutes;-;Th e next tim e you hit a creatu re with a m elee w ea ponTh e next tim e you hit a creatu re with a m elee w ea ponattack du ring this spells duration, you r wea pon flareswith bright light, and the attack dea ls an extra 3d8radiant da m age to the target. Additionally, the targetm ust su cceed on a Constitution saving th row or beblin ded until the spell ends.A crea tu re blin ded by this spell m a kes anotherConstitution saving th row at the en d of ea ch of its turns.On a su ccessfu l save, it is n o lon ger blinded.
CreateFoodandWater;3;conjuration;-;1 action;-;30 feet;V,S;-;instant;-;You crea te 45 pou n ds of food and 30 gallon s of waterYou crea te 45 pou n ds of food and 30 gallon s of wateron the grou n d or in con tain ers within range, en ou ghto su stain up to fifteen h u m an oids or five steeds for24 h ou rs. Th e food is blan d but n ourishing, and spoilsif uneaten after 24 h ours. Th e water is clean anddoesn t go bad.
AuraofPurity;4;abjuration;-;1 action;-;self;V;-;concentration;['Duration: Concentration', ' up to 10 m inutes'];P u rifyin g en ergy radiates from you in an aura with aP u rifyin g en ergy radiates from you in an aura with a30-foot radius. Until the spell ends, the aura m oveswith you, cen tered on you. E a ch n on h ostile creatu rein the aura (in cluding you) ca n t becom e diseased,h as resista n ce to poison dam age, and has advantageon saving th rows against effects that ca u se any of thefollowin g con dition s: blinded, ch a rm ed, deafened,frightened, paralyzed, poison ed, and stunned.
SpeakwithDead;3;necromancy;-;1 action;-;10 feet;V,S,M;bu rn in g in cen se;10 minutes;-;You grant the sem bla n ce of life and intelligence to aYou grant the sem bla n ce of life and intelligence to acorpse of your ch oice within range, allowing it to answerthe qu estion s you pose. Th e cor pse m ust still have am outh and ca n t be undead. Th e spell fails if the corpsew a s the target of this spell within the last 10 days.Until the spell ends, you can ask the corpse up to fivequestions. Th e cor pse k n ows on ly what it kn ew in life,including the languages it knew. An swers are usuallybrief, cryptic, or repetitive, and the corpse is under nocom pu lsion to offer a truthful an swer if you are hostileto it or it recogn izes you as an enemy. Th is spell doesn treturn the creatu res sou l to its body, on ly its anim atingspirit. Thus, the corpse ca n t learn n ew inform ation,doesn t com preh en d anything that has h appen ed sin ce itdied, and ca n t specu late about future events.
LocateObject;2;divination;-;1 action;-;self;V,S,M;a forked twig;concentration;['Duration: Con centration ', ' up to 10 m inutes'];D escribe or n am e an object that is fam iliar to you. YouD escribe or n am e an object that is fam iliar to you. Yousen se the direction to the objects location, as lon g asthat object is within 1,000 feet of you. If the object is inm otion , you k n ow the direction of its m ovem ent.Th e spell ca n locate a specific object kn own to you,as lon g as you have seen it up closewithin 30 feetatleast on ce. Alternatively, the spell can locate the n earestobject of a particu lar kind, su ch as a certain kind ofapparel, jewelry, furniture, tool, or weapon .Th is spell ca n t locate an object if any th ickn ess oflead, even a thin sheet, block s a direct path between youand the object.
EvardsBlackTentacles;4;conjuration;-;1 action;-;90 feet;V,S,M;a piece of tentacle from a giantoctopu s or a giant squid;1 minutes;-;Squ irm in g, ebon y tentacles fill a 20-foot squ a re onSqu irm in g, ebon y tentacles fill a 20-foot squ a re ongrou n d that you can see within range. F or the duration,th ese tentacles turn the grou n d in the area intodifficult terrain.W h en a creatu re enters the affected area for the firsttim e on a turn or starts its turn there, the creaturemust su cceed on a Dexterity saving th row or take 3d6blu dgeon in g da m age and be restrain ed by the tentaclesuntil the spell ends. A creatu re that starts its turn in thearea and is already restrain ed by the ten tacles takes 3d6blu dgeon in g dam age.A crea tu re restrained by the tentacles ca n u se itsaction to m ake a Stren gth or Dexterity ch eck (its ch oice)against you r spell save DC. On a su ccess, it frees itself.
NystulsMagicAura;2;illusion;-;1 action;-;touch;V,S,M;a sm all squ a re of silk;24 hours;-;You pla ce an illusion on a crea tu re or an objectYou pla ce an illusion on a crea tu re or an objectyou tou ch so that divination spells reveal falsein form ation about it. Th e target ca n be a willin gcrea tu re or an object that isn t bein g ca rried or w orn byan oth er creature.W h en you cast the spell, ch oose on e or both of thefollowin g effects. Th e effect lasts for the duration. If youcast this spell on the sa m e creatu re or object every dayfor 30 days, pla cin g the sa m e effect on it each tim e, theillusion lasts until it is dispelled.False Aura. You ch a n ge the way the target appearsto spells and m a gica l effects, su ch as  detect m agic,that detect m a gica l auras. You ca n m ake a n on m a gica lobject appear m agical, a m a gica l object appearn on m agica l, or ch a n ge the objects m a gica l aura so thatit appears to belon g to a specific sch ool of m a gic thatyou ch oose. W h en you u se this effect on an object, youca n m ake the false m a gic apparent to any creatu re thath an dles the item.M ask. You change the way the target appears to spellsand m a gica l effects that detect creatu re types, su ch as apaladin s Divine S en se or the trigger of a  sym bol spell.You ch oose a creatu re type and oth er spells and m a gica leffects treat the target as if it w ere a creatu re of thattype or of that alignm ent.
RayofSickness;1;necromancy;-;1 action;-;60 feet;V,S;-;instant;-;A ray of sicken in g green ish en ergy la sh es out towardA ray of sicken in g green ish en ergy la sh es out towarda crea tu re with in range. Make a ran ged spell attackagainst the target. On a hit, the target takes 2d8 poisonda m age and m ust m ake a Constitution saving throw.On a failed save, it is also poison ed until the en d ofyou r n ext turn.A t H igher L evels. W h en you ca st this spell u sin g aspell slot of 2n d level or higher, the da m age in crea ses by1d8 for each slot level above 1st.
DispelEvilandGood;5;abjuration;-;1 action;-;self;V,S,M;holy water or powderedsilver and iron;1 minutes;-;Sh im m erin g en ergy su rrou n ds and protects you fromSh im m erin g en ergy su rrou n ds and protects you fromfey, undead, and crea tu res originatin g from beyon d theMaterial P lane. For the duration, celestials, elem entals,fey, fiends, and undead have disadvantage on attackrolls against you.You ca n en d the spell early by u sing either of thefollowin g specia l fu nction s.B reak Enchantment. As you r action, you touch acreatu re you ca n reach that is ch a rm ed, frightened, orp ossessed by a celestial, an elem ental, a fey, a fiend,or an undead. Th e creature you tou ch is no lon gerch a rm ed, frightened, or p ossessed by su ch creatu res.Dismissal. As you r action, m ake a m elee spell attackagainst a celestial, an elem ental, a fey, a fiend, or anundead you can reach. On a hit, you attempt to drivethe creatu re ba ck to its h om e plane. Th e creatu re mustsu cceed on a Ch arism a saving th row or be sent ba ck toits h om e plane (if it isnt there already). If they aren t ontheir h om e plane, undead are sent to the Sh a dowfell,and fey are sent to the Feywild.
MirrorImage;2;illusion;-;1 action;-;self;V,S;-;1 minutes;-;Th ree illu sory du plicates of you r self appear in yourTh ree illu sory du plicates of you r self appear in yourspace. Until the spell ends, the duplicates m ove withyou and m im ic you r actions, sh ifting position so itsim possible to track wh ich im age is real. You can u seyou r action to dism iss the illusory duplicates.E ach tim e a creatu re targets you with an attack du ringthe spells duration, roll a d20 to determ in e wh eth er theattack in stead targets on e of you r duplicates.If you have th ree duplicates, you m ust roll a 6 orh igh er to ch a n ge the attacks target to a duplicate. Withtwo duplicates, you m ust roll an 8 or higher. With on eduplicate, you m ust roll an 11 or higher.A duplicates AC equ als 10 + you r Dexterity m odifier.If an attack hits a duplicate, the duplicate is destroyed. Aduplicate ca n be destroyed on ly by an attack that hits it.It ign ores all oth er da m age and effects. Th e spell endswh en all three du plicates are destroyed.A crea tu re is u n affected by this spell if it ca n t see, if itrelies on sen ses oth er than sight, su ch as blindsight, orif it can perceive illusion s as false, as with truesight.
WallofForce;5;evocation;-;1 action;-;120 feet;V,S,M;a pin ch of pow der m a de bycru sh in g a clear gem stone;concentration;['Duration: Con centration ', ' up to 10 m inutes'];An invisible wall of force sprin gs into existen ce at aAn invisible wall of force sprin gs into existen ce at apoint you ch oose within range. Th e wall appears inany orientation you ch oose, as a h orizon tal or verticalbarrier or at an angle. It can be free floating or restingon a solid su rface. You can form it into a h em isph ericaldom e or a sph ere with a radius of up to 10 feet, or youcan sh ape a flat su rfa ce m a de up of ten 10-foot-by-10-foot panels. E a ch panel m ust be con tigu ou s withan oth er panel. In any form , the wall is 1/4 inch thick.It lasts for the duration. If the wall cuts th rough acrea tu res spa ce wh en it appears, the crea tu re is pu sh edto on e side of the wall (you r ch oice w h ich side).N othin g ca n physically pa ss th rough the wall. It isim m u n e to all da m age and ca n t be dispelled by  dispelm agic. A disintegrate spell destroys the wall instantly,however. Th e wall also exten ds into the E thereal Plane,block in g eth ereal travel th rough the wall.
Aid;2;abjuration;-;1 action;-;30 feet;V,S,M;a tiny strip of white cloth;8 hours;-;Your spell bolsters you r allies with tou gh n ess andYour spell bolsters you r allies with tou gh n ess andresolve. C h oose up to th ree crea tu res within range.E a ch targets hit poin t m a xim u m and curren t hit pointsin crea se by 5 for the duration.A t H igher L evels. W h en you cast this spell u singa spell slot of 3rd level or higher, a targets hit pointsin crea se by an additional 5 for each slot level above 2nd.
Wind;-;-;-;-;-;-;-;-;-;-;Stage ConditionStage Condition1 Calm2 Moderate wind3 Strong wind4 Gale5 Storm
BestowCurse;3;necromancy;-;1 action;-;touch;V,S;-;1 minutes;-;You tou ch a creatu re, and that crea tu re m ust su cceedYou tou ch a creatu re, and that crea tu re m ust su cceedon a W isdom saving th row or becom e cu r sed for theduration of the spell. W h en you cast this spell, ch oosethe nature of the cu r se from the followin g options:• C h oose on e ability score. W h ile cu rsed, the targethas disadvantage on ability ch eck s and saving th rowsm ade with that ability score.• W h ile cu rsed, the target has disadvantage on attackrolls against you.• W h ile cu rsed, the target m ust m ake a W isdom sav­in g th row at the start of ea ch of its turns. If it fails, itwa stes its action that turn doin g nothing.• W h ile the target is cu rsed, your attacks and spellsdeal an extra 1d8 n ecrotic da m age to the target.A  rem ove curse spell en ds this effect. At the D M soption, you m ay ch oose an alternative cu rse effect, butit sh ou ld be n o m ore powerfu l than th ose describedabove. Th e DM h as final say on su ch a cu r ses effect.At Higher Levels. If you cast this spell u sin g a spellslot of 4th level or higher, the duration is concentration ,up to 10 m inutes. If you u se a spell slot of 5th level orhigher, the duration is 8 hours. If you u se a spell slot of7th level or higher, the duration is 24 h ours. If you u sea 9th level spell slot, the spell lasts until it is dispelled.U sin g a spell slot of 5th level or h igh er grants a durationthat doesn t requ ire concentration .
Identify;1;divination;True;1 minute;-;touch;V,S,M;a pearl worth at least 100 gp andan owl feather;instant;-;You ch oose on e object that you m ust tou ch th roughou tYou ch oose on e object that you m ust tou ch th roughou tthe ca stin g of the spell. If it is a m a gic item or som eoth er m a gic-im bu ed object, you learn its propertiesand h ow to u se them , wh eth er it requ ires attunem entto use, and h ow m a n y ch a rges it has, if any. You learnwh eth er any spells are affecting the item and what theyare. If the item w a s created by a spell, you learn wh ichspell crea ted it.If you in stead tou ch a crea tu re th roughou t the casting,you learn what spells, if any, are currently affecting it.
WaterWalk;3;transmutation;True;1 action;-;30 feet;V,S,M;a piece of cork;1 hour;-;Th is spell grants the ability to m ove a cr oss any liquidTh is spell grants the ability to m ove a cr oss any liquidsu rfa cesu ch as water, acid, m ud, snow, qu icksand,or lavaas if it were h a rm less solid grou nd (creatu rescrossin g m olten lava ca n still take da m age from theheat). Up to ten willin g crea tu res you can see withinran ge gain this ability for the duration.If you target a creatu re su bm erged in a liquid, thespell ca rries the target to the su rfa ce of the liquid at arate of 60 feet per round.
Fear;3;illusion;-;1 action;-;self;V,S,M;a white feather or theh eart of a hen;1 minutes;-;You project a phantasm al im age of a crea tu res worstYou project a phantasm al im age of a crea tu res worstfears. E a ch creature in a 30-foot con e m ust su cceed ona W isdom saving th row or drop whatever it is h oldin gand becom e frightened for the duration.W h ile frigh ten ed by this spell, a creatu re m ust takethe Dash action and m ove away from you by the safestavailable route on each of its turns, u n less there isn owh ere to m ove. If the creatu re en ds its turn in alocation wh ere it doesn t have line of sight to you,the creatu re can m ake a W isdom saving throw. On asu ccessfu l save, the spell en ds for that creature.
ProduceFlame;0;Conjuration;-;1 action;-;self;V,S;-;10 minutes;-;A flickering flam e appears in you r hand. Th e flam eA flickering flam e appears in you r hand. Th e flam erem ain s th ere for the duration and h arm s neither youn or your equipm ent. Th e flam e sh eds bright light in a10-foot radius and dim light for an additional 10 feet.Th e spell en ds if you dism iss it as an action or if youcast it again.You can also attack with the flam e, although doin g soen ds the spell. W h en you cast this spell, or as an actionon a later turn, you ca n hurl the flam e at a creatu rewithin 30 feet of you. Make a ran ged spell attack. On ahit, the target takes 1d8 fire dam age.Th is spells da m age in crea ses by 1d8 when you reach5th level (2d8), 11th level (3d8), and 17th level (4d8).
LeomundsTinyHut;3;evocation;True;1 minute;-;self;V,S,M;a sm all crystal bead;8 hours;-;A 10-foot-radius im m obile dom e of force sprin gs intoA 10-foot-radius im m obile dom e of force sprin gs intoexisten ce arou n d and above you an d rem ain s stationaryfor the duration. Th e spell ends if you leave its area.Nine creatu res of Medium size or sm aller ca n fit insidethe dom e with you. Th e spell fails if its area in cludes alarger creatu re or m ore than nine creatures. Creaturesand objects within the dom e w h en you cast this spellca n m ove through it freely. All oth er crea tu res andobjects are ba rred from pa ssin g th rough it. Spells andoth er m a gica l effects ca n t extend th rough the dom e orbe cast through it. Th e atm osph ere inside the spa ce iscom forta ble and dry, rega rdless of the weath er outside.Until the spell ends, you ca n com m a n d the interior tobecom e dim ly lit or dark. Th e dom e is opaqu e from theoutside, of any color you ch oose, but it is transparentfrom the inside.
ConjureAnimals;3;conjuration;-;1 action;-;60 feet;V,S;-;1 hour;-;You su m m on fey spirits that take the form of bea sts andYou su m m on fey spirits that take the form of bea sts andappear in u n occu pied spa ces that you can see withinrange. C h oose on e of the followin g option s for whatappears:• One bea st of ch a llen ge rating 2 or lower• Two bea sts of ch a llen ge rating 1 or lower• F ou r bea sts of ch a llen ge rating 1/2 or lower• Eight bea sts of ch a llen ge rating 1/4 or lowerE ach bea st is also con sidered fey, and it disappea rswh en it drops to 0 hit poin ts or wh en the spell ends.Th e su m m on ed crea tu res are friendly to you and yourcom pa n ion s. Roll initiative for the su m m on ed creatu resas a group, wh ich has its own turns. Th ey obey anyverbal com m a n ds that you issu e to them (no actionrequ ired by you). If you don t issu e any com m a n ds tothem , they defen d th em selves from h ostile creatu res,but oth erwise take n o actions.Th e DM h as the crea tu res statistics.A t H igher L evels. Wh en you cast this spell u singcertain h igher level spell slots, you ch oose on e of thesu m m on in g option s above, and m ore crea tu res appear:twice as m any with a 5th level slot, th ree tim es as m anywith a 7th level slot, and fou r tim es as m any with a9th level slot.
